species_id;GBIF_species_id;GBIF_species_name
7004;1789894;Archanara geminipuncta
7005;9137631;Pseudoterpna coronillaria
7006;4525128;Petrophora narbonea
7007;4463123;Tatianaerhynchites aequatus
7008;2226070;Athanas nitescens
7009;2224979;Palaemon elegans
7010;4462684;Epitrix atropae
7011;2258030;Parazoanthus axinellae
7012;5185175;Alcyonium digitatum
7013;5183631;Cliona celata
7014;5181173;Phorbas tenacior
7015;5182084;Haliclona simulans
7016;5182610;Pachymatisma johnstonia
7017;5183435;Tethya citrina
7018;2301066;Littorina obtusata
7019;5181671;Raspailia ramosa
7020;4452928;Brassicogethes aeneus
7021;6479233;Prostheceraeus roseus
7022;6519348;Felimare picta
7023;5859647;Peltodoris atromaculata
7024;1738245;Pseudargyrotoza conwagana
7025;4342393;Aslia lefevrei
7026;2279029;Centrostephanus longispinus
7027;1594559;Mayetiola graminis
7028;1598875;Jaapiella volvens
7029;1009276;Adeonella calveti
7030;1009309;Pentapora foliacea
7031;5178351;Galathea strigosa
7032;5972003;Homarus gammarus
7033;1695061;Barbitistes fischeri
7034;4423350;Cyrtaspis scutata
7035;5772169;Mythimna unipuncta
7036;1718616;Melanogryllus desertus
7037;4485774;Palomena viridissima
7038;7781332;Phytoecia nigricornis
7039;2383649;Labrus mixtus
7040;2383624;Labrus bergylta
7041;2383163;Ctenolabrus rupestris
7042;2384026;Symphodus bailloni
7043;2387915;Anthias anthias
7044;1508951;Nephrotoma crocata
7045;5753720;Poecilus versicolor
7046;4534782;Nola confusalis
7047;4470801;Carabus monilis
7048;8241751;Bembidion callosum
7049;2120653;Heterosminthurus insignis
7050;5147608;Trichopteryx carpinata
7051;4537152;Sminthurinus trinotatus
7052;1470190;Dinera grisescens
7053;1594563;Mayetiola hellwigi
7054;2350570;Gambusia holbrooki
7055;1095669;Xestobium rufovillosum
7056;1952532;Ochropacha duplaris
7057;2492601;Ficedula albicollis
7058;4382634;Ebalia edwardsii
7059;2290946;Planorbarius corneus
7060;9785627;Onchidella celtica
7061;4283459;Aulactinia verrucosa
7062;4452148;Coccinula sinuatomarginata
7063;6100917;Sylvia ruppeli
7064;1951713;Polyploca ridens
7065;2208741;Cylisticus esterelanus
7066;1825156;Cerura vinula
7067;5758810;Legnotus limbosus
7068;4450526;Triplax russica
7069;9497766;Cicadetta montana
7070;5114301;Nycteola columbana
7071;1983034;Eupithecia gratiosata
7072;1886579;Sitochroa palealis
7073;1759601;Lithophane ornitopus
7074;1356870;Andrena agilissima
7075;5029978;Ichneumon stramentor
7076;4488888;Catoplatus carthusianus
7077;5758782;Odontoscelis lineola
7078;4524052;Pennithera ulicata
7079;4525082;Isturgia assimilaria
7080;2230166;Lithobius melanops
7081;1882557;Scoparia pyralella
7082;2438492;Arvicola sapidus
7083;1954490;Xenochlorodes olympiaria
7084;1881403;Metasia cyrnealis
7085;1881393;Metasia cuencalis
7086;4531414;Stemmatophora vulpecalis
7087;2147386;Alopecosa barbipes
7088;6722137;Protaetia speciosissima
7089;4452084;Byturus ochraceus
7090;4461547;Oulema gallaeciana
7091;2144290;Clubiona comta
7092;2494303;Serinus canaria
7093;1859285;Amblyptilia acanthadactyla
7094;1176504;Polydrusus impressifrons
7095;1846111;Mompha subbistrigella
7096;5064388;Ctenophora flaveolata
7097;4448955;Attalus cyaneus
7098;2003977;Perlodes microcephalus
7099;4453172;Glischrochilus hortensis
7100;5089433;Ptychoptera albimana
7101;4531517;Agriphila latistria
7102;1870988;Achroia grisella
7103;4505565;Anoplius viaticus
7104;1881603;Metaxmeste phrygialis
7105;5137582;Colias palaeno
7106;1568963;Physocephala rufipes
7107;9101339;Anania lancealis
7108;6519413;Felimare villafranca
7109;2291759;Polycera hedgpethi
7110;2431453;Speleomantes strinatii
7111;5769068;Agriopis marginaria
7112;1777517;Eutelia adulatrix
7113;2379280;Pomatoschistus microps
7114;7945815;Curculio aenea
7115;7856746;Pterostichus melanarius
7116;1749713;Gracillaria syringella
7117;1670281;Bombylius discolor
7118;7961766;Tritomegas rotundipennis
7119;2395755;Parablennius rouxi
7120;1009305;Pentapora fascialis
7121;8424445;Serpula vermicularis
7122;4359818;Cratena peregrina
7123;2292235;Caloria elegans
7124;5183149;Axinella verrucosa
7125;5724792;Flabellina affinis
7126;9596708;Edmundsella pedata
7127;5214915;Phycis phycis
7128;2393236;Spicara smaris
7129;5210955;Boops boops
7130;5868173;Arge cyanocrocea
7131;2133779;Trachyzelotes pedestris
7132;2334155;Cottus petiti
7133;4488801;Deraeocoris lutescens
7134;2012110;Heterotoma planicornis
7135;4486382;Orsillus depressus
7136;4487000;Sastrapada baerensprungi
7137;4532095;Udea lutealis
7138;1542852;Eristalinus sepulchralis
7139;9990970;Patania balteata
7140;4524072;Lampropteryx suffumata
7141;2441184;Bison bonasus
7142;2388710;Serranus cabrilla
7143;1518204;Austrolimnophila ochracea
7144;1568432;Myopa buccata
7145;2411943;Atherina hepsetus
7146;2264365;Nausithoe punctata
7147;2334600;Scorpaena porcus
7148;2238397;Dysidea fragilis
7149;2376289;Pseudaphya ferreri
7150;1787770;Hadena confusa
7151;4522970;Boudinotiana notha
7152;7981372;Euchloe crameri
7153;4437431;Staphylinus dimidiaticornis
7154;4312123;Pagurus prideaux
7155;4311935;Dardanus calidus
7156;4368415;Euthria cornea
7157;5856010;Callistoctopus macropus
7158;5110885;Cerastis rubricosa
7159;1978609;Elophos andereggaria
7160;7417698;Lycaena helle
7161;1770773;Agrotis simplonia
7162;4535172;Phengaris teleius
7163;5140436;Polyommatus daphnis
7164;2474627;Porzana parva
7165;2165052;Xysticus cristatus
7166;4534408;Denticucullus pygmina
7167;9752768;Aglais ichnusa
7168;1035185;Amara aenea
7169;1508996;Nephrotoma appendiculata
7170;1444065;Hydromya dorsalis
7171;2490283;Anthus cervinus
7172;9613112;Emberiza melanocephala
7173;4524931;Charissa corsica
7174;4990526;Cassida rubiginosa
7175;5218465;Pipistrellus pipistrellus
7176;1770416;Ochropleura leucogaster
7177;7444489;Perigrapha rorida
7178;5039314;Osmia rufa
7179;9430022;Labidostomis syriaca
7180;4408321;Craspedacusta sowerbii
7181;2151768;Tetragnatha elongata
7182;4485738;Ventocoris rusticus
7183;4485736;Sternodontus obtusus
7184;4485714;Derula flavoguttata
7185;2396862;Mullus surmuletus
7186;2334574;Scorpaena scrofa
7187;2010951;Pinalitus cervinus
7188;4530501;Acleris kochiella
7189;1830131;Argyresthia albistria
7190;5197443;Arenicola marina
7191;4536981;Dicyrtomina ornata
7192;5845386;Pastor roseus
7193;1422016;Coenagrion caerulescens
7194;5187371;Henricia oculata
7195;6519378;Felimare tricolor
7196;5181275;Crambe crambe
7197;9524640;Inachus phalangium
7198;1506780;Tipula lateralis
7199;4460275;Chrysolina lucida
7200;2291877;Janolus cristatus
7201;1007770;Membranipora membranacea
7202;2268160;Obelia geniculata
7203;2403490;Conger conger
7204;4488968;Copium clavicorne
7205;8057833;Monoculus apus
7206;1540875;Eupeodes luniger
7207;6544687;Anorthoa munda
7208;8993042;Limecola balthica
7209;2287256;Ensis magnus
7210;4506149;Ronisia barbarula
7211;8344604;Melitaea nevadensis
7212;4553336;Paroligolophus agrestis
7213;2182588;Ixodes ricinus
7214;2155831;Paidiscura pallens
7215;2165180;Xysticus robustus
7216;2156268;Neottiura bimaculata
7217;5220136;Dama dama
7218;2105962;Chrysopa perla
7219;1421054;Trigoniophthalmus alternatus
7220;2102584;Micromus variegatus
7221;5197692;Polydora ciliata
7222;1502142;Cynomya mortuorum
7223;1768727;Conistra staudingeri
7224;2018563;Cercopis arcuata
7225;1357334;Andrena florea
7226;7944681;Milax nigricans
7227;5124151;Sphinx maurorum
7228;1155507;Nustera distigma
7229;4565438;Trochoidea trochoides
7230;9384890;Dendarus coarcticollis
7231;1831780;Ochsenheimeria taurella
7232;1738829;Dichrorampha aeratana
7233;1737526;Hedya nubiferana
7234;7661023;Eupoecilia angustana
7235;1737753;Cydia nigricana
7236;1738700;Dichrorampha petiverella
7237;1738739;Dichrorampha flavidorsana
7238;4529016;Pseudatemelia subochreella
7239;1856701;Nemapogon granella
7240;1830410;Yponomeuta plumbella
7241;1855617;Psychoides verhuella
7242;1983705;Eupithecia tripunctaria
7243;1983260;Eupithecia subfuscata
7244;4537070;Fasciosminthurus quinquefasciatus
7245;5184341;Cereus pedunculatus
7246;5744412;Ptosima undecimmaculata
7247;1194885;Otiorhynchus meridionalis
7248;2158055;Enoplognatha mandibularis
7249;2055185;Dicranotropis hamata
7250;5712981;Coccus hesperidum
7251;4489841;Tachycixius pilosus
7252;5985079;Eupteryx melissae
7253;2039229;Oncopsis flavicollis
7254;4484105;Aphrodes makarovi
7255;2070275;Phyllaphis fagi
7256;5985102;Eupteryx aurata
7257;2049181;Eurhadina loewii
7258;9754263;Myotis mystacinus
7259;4391843;Stictopleurus punctatonervosus
7260;2020518;Notonecta maculata
7261;4485540;Aradus depressus
7262;2008322;Berytinus minor
7263;4487108;Nabis limbatus
7264;8008178;Musca festiva
7265;4487631;Capsodes sulcatus
7266;4488663;Megalocoleus tanaceti
7267;4487326;Notostira elongata
7268;2020855;Anthocoris nemorum
7269;4486544;Drymus sylvaticus
7270;5758915;Gastrodes grossipes
7271;4490506;Tenthredo crassa
7272;1249680;Allantus cinctus
7273;6097082;Dolerus gonager
7274;4491277;Nematus bergmanni
7275;9814809;Dioctria rufipes
7276;2289177;Sepiola atlantica
7277;1583277;Empis trigramma
7278;1628910;Trypeta zoe
7279;1573922;Hylemya vagans
7280;5759664;Strongylogaster mixta
7281;4491233;Nematus miliaris
7282;4490407;Tenthredopsis litterata
7283;4490342;Rhadinoceraea micans
7284;4490702;Aglaostigma aucupariae
7285;4490668;Tenthredo scrophulariae
7286;4490515;Tenthredo temula
7287;4490399;Tenthredopsis stigma
7288;4491251;Nematus pavidus
7289;5739437;Plecotus austriacus
7290;8632060;Tritia incrassata
7291;1335505;Megachile centuncularis
7292;9049308;Ichneumon rufipes
7293;4495217;Cerceris arenaria
7294;1304336;Buathra laborator
7295;1348620;Colletes daviesanus
7296;4494940;Ectemnius lituratus
7297;5870042;Omalus aeneus
7298;1340422;Bombus subterraneus
7299;2287837;Dosinia exoleta
7300;5779438;Arion fuscus
7301;1716173;Gryllotalpa septemdecimchromosomica
7302;1464517;Phasia obesa
7303;5068334;Phaonia subventa
7304;5068131;Phaonia valida
7305;1622979;Xyphosia miliaria
7306;1623571;Euleia heraclei
7307;1627994;Terellia tussilaginis
7308;8078708;Sicus ferrugineus
7309;2256780;Urticina felina
7310;2257892;Sagartia elegans
7311;5071172;Leucozona lucorum
7312;1541562;Xylota segnis
7313;5766556;Melanostoma scalare
7314;1542979;Ferdinandea cuprea
7315;1542111;Dasysyrphus albostriatus
7316;1536009;Chrysotoxum bicinctum
7317;1610221;Poecilobothrus nobilitatus
7318;4428376;Dalopius marginatus
7319;2115617;Chthamalus montagui
7320;8373618;Dioctria hyalipennis
7321;5091219;Dysmachus picipes
7322;1565464;Thereva plebeja
7323;8306271;Sargus bipunctatus
7324;1499769;Tabanus autumnalis
7325;1566604;Sylvicola fenestralis
7326;1578205;Chorisops tibialis
7327;1580608;Beris chalybata
7328;1578600;Microchrysa polita
7329;4464535;Trichosirocalus troglodytes
7330;5752943;Strophosoma nebulosum
7331;5022479;Phyllobius virideaeris
7332;1181282;Sitona lineatus
7333;1239608;Rhinoncus pericarpius
7334;7734984;Romualdius scaber
7335;1203437;Stereonychus fraxini
7336;1179354;Pentarthrum huttoni
7337;1239112;Hylesinus fraxini
7338;1174266;Magdalis armigera
7339;4465183;Cleonis pigra
7340;4464290;Ceutorhynchus obstrictus
7341;1187215;Rhynchaenus pascuorum
7342;1198651;Barynotus obscurus
7343;5716419;Cassida vittata
7344;4461227;Phyllobrotica quadrimaculata
7345;4462742;Crepidodera aurata
7346;1047444;Neogalerucella calmariensis
7347;6097779;Cassida vibex
7348;5009537;Bruchus rufipes
7349;4427965;Byrrhus pilula
7350;4428521;Athous subfuscus
7351;1625450;Sphenella marginata
7352;1659167;Dysmachus trigonus
7353;7834133;Eristalis lineata
7354;2171914;Heliophanus flavipes
7355;1992418;Alucita cancellata
7356;1296299;Diphyus quadripunctorius
7357;2365752;Squalius laietanus
7358;2139990;Tegenaria femoralis
7359;1919330;Euchloe simplonia
7360;5878447;Anaspis maculata
7361;9715608;Antherophagus pallens
7362;4449155;Anthocomus fasciatus
7363;4449953;Dasytes aeratus
7364;4448786;Opilo mollis
7365;4448825;Paratillus carus
7366;4449948;Dasytes plumbeus
7367;4428652;Athous bicolor
7368;4426887;Ochina ptinoides
7369;4994128;Geotrupes spiniger
7370;1095953;Attagenus pellio
7371;7641814;Pterostichus madidus
7372;1053467;Maladera holosericea
7373;4429793;Rhagonycha testacea
7374;4431009;Drilus flavescens
7375;4432634;Agrilus biguttatus
7376;5746412;Paederus littoralis
7377;4438583;Tachyporus hypnorum
7378;1057593;Rhizotrogus aestivus
7379;1067409;Aphodius fimetarius
7380;1034338;Megasternum concinnum
7381;4438227;Stenus similis
7382;6097924;Harpalus tardus
7383;1068592;Acrossus rufipes
7384;4432773;Agrilus cyanescens
7385;1069185;Melinopterus prodromus
7386;4553478;Leiobunum limbatum
7387;1036128;Bembidion quadrimaculatum
7388;5873218;Harpalus rubripes
7389;5756018;Badister bullatus
7390;4448396;Silpha tristis
7391;4461869;Lachnaia pubescens
7392;4455300;Akis bacarozzo
7393;4522933;Incurvaria masculella
7394;1873411;Nephopterix angustella
7395;1840346;Agonopterix alstroemeriana
7396;4538732;Pogonognathellus longicornis
7397;4525540;Ypsolopha dentella
7398;1736377;Lozotaenia forsterana
7399;1857626;Tineola bisselliella
7400;5739509;Pungitius laevis
7401;1741545;Olindia schumacherana
7402;4530148;Notocelia roborana
7403;1744782;Pammene aurita
7404;4525505;Ypsolopha mucronella
7405;1738422;Aethes smeathmanniana
7406;1748890;Aspilapteryx tringipennella
7407;1846107;Mompha locupletella
7408;1829785;Glyphipterix thrasonella
7409;1891494;Evergestis limbata
7410;1987744;Asthena albulata
7411;4524393;Phibalapteryx virgata
7412;8262357;Eupithecia exiguata
7413;5147245;Idaea emarginata
7414;1784826;Hoplodrina blanda
7415;1768341;Gortyna flavago
7416;1766510;Oligia fasciuncula
7417;2490303;Motacilla tschutschensis
7418;5143147;Drepana curvatula
7419;7484995;Buprestis haemorrhoidalis
7420;7514499;Temnoscheila caerulea
7421;4373684;Talochlamys multistriata
7422;9676775;Moerella pulchella
7423;6274941;Aspidimorpha bimaculata
7424;5180507;Clathrina clathrus
7425;1702615;Paracaloptenus bolivari
7426;1578093;Oxycera rara
7427;9744770;Rhagio annulatus
7428;1303717;Ischnus migrator
7429;1302107;Colpotrochia cincta
7430;1288165;Ctenichneumon inspector
7431;1292828;Coelichneumon haemorrhoidalis
7432;1292867;Coelichneumon deliratorius
7433;1306008;Coleocentrus excitator
7434;5027473;Colpognathus celerator
7435;1276219;Clistopyga incitator
7436;1281466;Crypteffigies lanius
7437;1293078;Coelichneumon cyaniventris
7438;5027964;Chasmias motatorius
7439;1294761;Callajoppa cirrogaster
7440;1305818;Alloplasta piceator
7441;1277466;Apechthis rufata
7442;1294338;Amblyjoppa proteus
7443;1303355;Agrothereutes abbreviatus
7444;1282935;Aoplus ochropis
7445;4534052;Sideridis rivularis
7446;1745558;Epinotia solandriana
7447;2334088;Cottus perifretum
7448;2208552;Phymatoniscus propinquus
7449;1962983;Chesias linogrisearia
7450;1957852;Ennomos quercinaria
7451;1710900;Stenobothrus rubicundulus
7452;5147516;Idaea politaria
7453;4454586;Blaps gibba
7454;4428818;Cebrio corsicus
7455;5787169;Equus przewalskii
7456;2392603;Oblada melanura
7457;1048933;Pyrrhalta viburni
7458;5979474;Milesia semiluctifera
7459;2334125;Cottus sabaudicus
7460;2007665;Belonochilus numenius
7461;5716791;Diogenes pugilator
7462;5186662;Astropecten spinulosus
7463;5186586;Astropecten platyacanthus
7464;4342524;Pawsonia saxicola
7465;4524636;Hypomecis roboraria
7466;1731598;Phragmataecia castaneae
7467;1872904;Pyralis lienigialis
7468;5742537;Panorpa alpina
7469;5149746;Cyclophora albipunctata
7470;1500013;Tabanus sudeticus
7471;4487598;Closterotomus trivialis
7472;1522861;Herina lacustris
7473;7587619;Bactrocera oleae
7474;4486287;Caenocoris nerii
7475;6161347;Natrix natrix
7476;1972278;Perizoma minorata
7477;1555205;Paykullia maculata
7478;1538739;Spilomyia diophthalma
7479;1887626;Orenaia alpestralis
7480;2433433;Ursus arctos
7481;5114409;Xanthodes albago
7482;1845866;Symmoca signatella
7483;1783090;Ammopolia witzenmanni
7484;4486471;Beosus quadripunctatus
7485;5188981;Spisula solida
7486;5189106;Donax vittatus
7487;7568466;Bembix tarsata
7488;1891386;Evergestis frumentalis
7489;5148286;Pelurga comitata
7490;5147560;Idaea efflorata
7491;1884332;Catoptria permutatellus
7492;5134788;Erebia aethiopellus
7493;1970512;Nycterosea obstipata
7494;2122314;Dicyrtoma fuscus
7495;1766274;Asteroscopus sphinx
7496;1286594;Achaius oratorius
7497;1278845;Acrodactyla degener
7498;2499281;Symsagittifera roscoffensis
7499;5113030;Schrankia taenialis
7500;5157000;Ditropis pteridis
7501;1837410;Depressaria chaerophylli
7502;7654442;Bembix oculata
7503;1969958;Triphosa sabaudiata
7504;2411944;Atherina boyeri
7505;5749654;Soronia grisea
7506;4567609;Limax cinereoniger
7507;5071297;Xanthogramma pedissequum
7508;2394622;Dicentrarchus labrax
7509;4553452;Dasylobus graniferus
7510;4553425;Dicranopalpus gasteinensis
7511;9340465;Leiobunum apenninicum
7512;2379300;Pomatoschistus minutus
7513;2173545;Talavera aequipes
7514;4490366;Rhogogaster viridis
7515;4984866;Electra pilosa
7516;1789250;Dryobotodes monochroma
7517;8172949;Scotopteryx peribolata
7518;8056718;Syngnathus abaster
7519;2384043;Symphodus cinereus
7520;2408543;Arnoglossus thori
7521;8196993;Gobius paganellus
7522;2379289;Pomatoschistus pictus
7523;2376059;Zebrus zebrus
7524;5213852;Bothus podas
7525;4525510;Ypsolopha parenthesella
7526;5104759;Euspilapteryx auroguttella
7527;1852177;Acompsia cinerella
7528;1771634;Xanthia gilvago
7529;4533285;Polymixis lichenea
7530;1967815;Abraxas sylvata
7531;4531670;Angustalius malacellus
7532;4455452;Tentyria mucronata
7533;2490264;Anthus godlewskii
7534;4458474;Oedemera femoralis
7535;2325106;Lanice conchilega
7536;4461555;Chrysomela merdigera
7537;1997215;Blattella germanica
7538;4532150;Dolicharthria bruguieralis
7539;1979919;Coenotephria tophaceata
7540;4492282;Neurotoma saltuum
7541;4388683;Centrocoris variegatus
7542;2015789;Lepyronia coleoptrata
7543;4523564;Epirrita dilutata
7544;4506131;Ronisia marocana
7545;2029119;Mocydia croceus
7546;2078781;Sehirus morio
7547;5728509;Patella pellucida
7548;1444677;Euthycera cribrata
7549;7466358;Balea heydeni
7550;5744283;Lampyris lareynii
7551;8067894;Idaea mediaria
7552;1882965;Herpetogramma licarsisalis
7553;1766418;Oligia versicolor
7554;1998194;Ectobius corsorum
7555;2251542;Quasillina brevis
7556;2258604;Pachycerianthus multiplicatus
7557;5721744;Plagiostomum koreni
7558;5214962;Raniceps raninus
7559;1962516;Dysstroma citrata
7560;1872848;Pyralis regalis
7561;1466205;Microphthalma europaea
7562;5185603;Tubularia indivisa
7563;2328603;Sabella spallanzanii
7564;2490244;Anthus hodgsoni
7565;4534788;Nola chlamitulalis
7566;4504348;Sapyga quinquepunctata
7567;5187721;Antedon bifida
7568;1983888;Eupithecia phoeniceata
7569;4490449;Macrophya punctumalbum
7570;2493145;Acrocephalus dumetorum
7571;1767625;Abrostola tripartita
7572;4533255;Aporophyla canescens
7573;2291735;Eubranchus farrani
7574;6489302;Simnia hiscocki
7575;2291814;Thecacera pennigera
7576;4359928;Discodoris rosi
7577;4429521;Limonius minutus
7578;4460407;Timarcha maritima
7579;2137372;Neriene emphana
7580;5147415;Idaea elongaria
7581;2286266;Glycymeris glycymeris
7582;2492865;Lanius isabellinus
7583;2427091;Lithobates catesbeianus
7584;4428407;Anostirus purpureus
7585;1883386;Cynaeda dentalis
7586;9805848;Dryobotodes roboris
7587;4428491;Athous vittatus
7588;5123339;Tebenna micalis
7589;2422211;Pseudepidalea viridis
7590;5027156;Exetastes fornicator
7591;1780149;Parascotia nisseni
7592;4448796;Opilo domesticus
7593;2052923;Dictyophara multireticulata
7594;2432416;Myotis myotis
7595;9918569;Myotis crypticus
7596;1958065;Odontognophos dumetata
7597;1444715;Euthycera alaris
7598;5168264;Micaria dives
7599;1737342;Clepsis senecionana
7600;2173236;Pseudeuophrys lanigera
7601;5178358;Porcellana platycheles
7602;1309652;Dryocosmus kuriphilus
7603;2480740;Cursorius cursor
7604;8415608;Pyramidula rupestris
7605;1407105;Potamanthus luteus
7606;8599762;Aproceros leucopoda
7607;4523707;Triphosa tauteli
7608;4534691;Amphipyra effusa
7609;1710835;Omocestus petraeus
7610;4481911;Ecclisopteryx dalecarlica
7611;2432621;Rhinolophus euryale
7612;1952812;Watsonalla cultraria
7613;2285980;Pecten maximus
7614;1700323;Oedipoda charpentieri
7615;4531968;Sclerocona acutella
7616;7768584;Mythimna riparia
7617;1967245;Cepphis advenaria
7618;1979308;Hydriomena impluviata
7619;1346599;Prionyx kirbii
7620;4480518;Cicindela maroccana
7621;5880563;Macaria signaria
7622;4481256;Serratella ignita
7623;2409412;Zeugopterus regius
7624;1687557;Polysarcus scutatus
7625;2151859;Tetragnatha extensa
7626;1982885;Eupithecia succenturiata
7627;1770537;Euchalcia bellieri
7628;1796451;Calophasia platyptera
7629;4457570;Meloe cicatricosus
7630;1684003;Ephippiger persicarius
7631;9128025;Rhagium mordax
7632;1223007;Pissodes pini
7633;4480302;Paradromius linearis
7634;1786980;Grammodes stolida
7635;5191248;Aplysia depilans
7636;1597622;Lasioptera carophila
7637;1732680;Phyllodesma suberifolia
7638;5742397;Scolopendra canidens
7639;4532340;Lymantria atlantica
7640;7874258;Thumatha senex
7641;8298325;Planorbis planorbis
7642;5037434;Ancistrocerus gazella
7643;4505860;Scolia sexmaculata
7644;2383648;Labrus viridis
7645;1113735;Drymochares truquii
7646;5746127;Ocypus ophthalmicus
7647;1315089;Formica truncorum
7648;2431824;Calotriton asper
7649;2503237;Thysanozoon brocchii
7650;7741315;Crocota tinctaria
7651;5103176;Ancylis badiana
7652;2440447;Tursiops truncatus
7653;2360551;Chondrostoma nasus
7654;5207399;Phoxinus bigerri
7655;2334100;Cottus aturi
7656;2362925;Alburnus alburnus
7657;5112155;Xestia sexstrigata
7658;10518528;Hypositticus pubescens
7659;2330609;Phallusia mammillata
7660;2270661;Luidia ciliaris
7661;1309561;Plagiotrochus quercusilicis
7662;1430020;Somatochlora alpestris
7663;1708318;Chorthippus jucundus
7664;5018172;Liparus glabrirostris
7665;2362524;Tinca tinca
7666;1890703;Pyrausta nigrata
7667;2160258;Araneus alsine
7668;2077747;Macrosiphum euphorbiae
7669;5187337;Henricia sanguinolenta
7670;1080792;Protaetia affinis
7671;9802456;Perforatus perforatus
7672;4535614;Lopinga achine
7673;1429199;Leucorrhinia albifrons
7674;1956524;Melanthia procellata
7675;4528673;Metalampra cinnamomea
7676;1683815;Rhacocleis annulata
7677;2359471;Blicca bjoerkna
7678;5051901;Stylurus flavipes
7679;1048979;Bromius obscurus
7680;4429289;Ctenicera cuprea
7681;5036003;Manica rubida
7682;1109567;Agapanthia intermedia
7683;2501136;Pleurobrachia pileus
7684;2008840;Zelus renardii
7685;7680613;Aiptasia couchii
7686;4462017;Clytra atraphaxidis
7687;9313254;Natrix astreptophora
7688;9267061;Omalisus fontisbellaquei
7689;4425665;Jekelius intermedius
7690;5757996;Tibicina haematodes
7691;1568413;Myopa dorsalis
7692;4460724;Gastrophysa viridula
7693;2292200;Facelina annulicornis
7694;2291798;Crimora papillata
7695;1687739;Metaplastes pulchripennis
7696;5100752;Xya variegata
7697;4528683;Epicallima bruandella
7698;9304589;Macularia sylvatica
7699;4455918;Pimelia angusticollis
7700;4567198;Vertigo pusilla
7701;1943397;Carcharodus floccifera
7702;4408059;Eurydema rotundicollis
7703;1938131;Papilio alexanor
7704;8130306;Ropalopus clavipes
7705;4459731;Chrysomela vigintipunctata
7706;2493136;Acrocephalus palustris
7707;1858113;Tinea trinotella
7708;2366645;Carassius carassius
7709;2239295;Aplysina cavernicola
7710;2248804;Chondrosia reniformis
7711;5200414;Diplosoma listerianum
7712;2279156;Holothuria tubulosa
7713;8187685;Gobius cruentatus
7714;2221691;Scyllarus arctus
7715;2415550;Gaidropsarus mediterraneus
7716;2331880;Halocynthia papillosa
7717;9790747;Bittium reticulatum
7718;4984653;Reteporella grimaldii
7719;5234395;Bonellia viridis
7720;5743116;Lucanus tetraodon
7721;5880552;Macaria wauaria
7722;5201134;Hippocampus hippocampus
7723;1743867;Pandemis dumetana
7724;2164353;Eresus sandaliatus
7725;4458788;Rhamnusium bicolor
7726;1748321;Aphelia paleana
7727;1808450;Amata phegea
7728;2440891;Equus asinus
7729;1766086;Synthymia fixa
7730;5093074;Lomatia belzebul
7731;5071071;Epistrophe grossulariae
7732;2291336;Galba truncatula
7733;4566970;Granopupa granum
7734;2292771;Jujubinus striatus
7735;4356092;Ciona robusta
7736;4485868;Sciocoris macrocephalus
7737;1655858;Molobratia teutonus
7738;4452305;Novius cruentatus
7739;1685600;Acrometopa italica
7740;4431813;Anthaxia nitidula
7741;4485826;Acrosternum millierei
7742;5976910;Axia margarita
7743;1746910;Archips crataegana
7744;1176461;Polydrusus inustus
7745;1678420;Platystoma seminationis
7746;5724728;Doris ocelligera
7747;4461883;Lachnaia italica
7748;4458524;Oedemera barbara
7749;1579447;Exaireta spinigera
7750;1747141;Argyrotaenia ljungiana
7751;1147870;Niphona picticornis
7752;1509316;Nephrotoma quadrifaria
7753;1187633;Rhynchaenus sparsutus
7754;1354966;Lasioglossum sexnotatum
7755;4485806;Carpocoris melanocerus
7756;2437756;Apodemus flavicollis
7757;4461493;Donacia clavipes
7758;4522886;Cauchas rufimitrella
7759;2498046;Chenonetta jubata
7760;2498402;Dendrocygna bicolor
7761;7901063;Yponomeuta sedella
7762;9357819;Lixomorphus algirus
7763;1583568;Empis stercorea
7764;4427466;Attagenus smirnovi
7765;1357721;Andrena pilipes
7766;1102084;Acanthocinus reticulatus
7767;6545108;Peltis ferruginea
7768;4425589;Aesalus scarabaeoides
7769;1087226;Scarabaeus sacer
7770;4425594;Ceruchus chrysomelinus
7771;2147434;Alopecosa cuneata
7772;5022579;Phyllobius glaucus
7773;6479232;Prostheceraeus moseleyi
7774;2330198;Clavelina lepadiformis
7775;4344089;Prostheceraeus vittatus
7776;5060266;Gonia atra
7777;5178776;Xantho poressa
7778;5076715;Conops vesicularis
7779;5168330;Poecilochroa albomaculata
7780;2426661;Pelophylax ridibundus
7781;2225443;Palaemonetes varians
7782;2395766;Parablennius ruber
7783;2224987;Palaemon serratus
7784;4448418;Silpha laevigata
7785;1224239;Lixus anguinus
7786;1048335;Gastrophysa polygoni
7787;2484605;Bombycilla garrulus
7788;5743105;Platycerus caprea
7789;2029290;Zygina flammigera
7790;1356887;Andrena bicolor
7791;2378270;Gobiusculus flavescens
7792;2379214;Thorogobius ephippiatus
7793;5215518;Torpedo marmorata
7794;5231209;Passer hispaniolensis
7795;7595433;Salmo salar
7796;9796816;Miniopterus schreibersii
7797;5228080;Callipepla californica
7798;4563573;Marmorana serpentina
7799;2279155;Holothuria forskali
7800;2115620;Chthamalus stellatus
7801;2259640;Balanophyllia regia
7802;2258042;Isozoanthus sulcatus
7803;2258033;Parazoanthus anguicomus
7804;5184258;Amphianthus dohrnii
7805;2259158;Caryophyllia smithii
7806;2258575;Cerianthus lloydii
